id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13188,Garden level studio in ideal loc.,51466,Emma,,Riley Park,49.24773,-123.10509,Entire home/apt,160,2,292,2024-04-27,1.69,3,271,37,24-157388
13358,Designer Downtown Vancouver suite,52116,Lynn,,Downtown,49.28117370605469,-123.12593078613281,Entire home/apt,219,2,508,2024-04-07,3.01,1,147,60,24-159219
13490,Vancouver's best kept secret,52467,Iris,,Kensington-Cedar Cottage,49.25622,-123.06607,Entire home/apt,225,30,104,2024-03-23,0.66,1,196,6,
14267,EcoLoft Vancouver,56030,Peter & Alison,,Kensington-Cedar Cottage,49.24922,-123.08139,Entire home/apt,,30,33,2021-07-14,0.20,1,13,0,21-156500
16254,Close to PNE/Hastings Park Garden level suite,63238,Jason,,Hastings-Sunrise,49.27721,-123.04086,Entire home/apt,800,5,7,2022-07-30,0.10,1,0,0,
16611,"1 block to skytrain station, shops,restaurant,bank",58512,Q,,Grandview-Woodland,49.26339,-123.07145,Entire home/apt,,365,3,2018-02-16,0.04,5,89,0,
17765,"Central location, nice little apartment",68672,James,,Mount Pleasant,49.26132,-123.10845,Entire home/apt,,5,203,2021-10-01,1.44,1,0,0,21-156705
18024,"Centrally located, updated 3bed/1bath garden suite",69472,Raine,,Kensington-Cedar Cottage,49.24781,-123.07241,Private room,,30,0,,,1,0,0,
18270,private rm in clean central 2BR apt,70437,Ran,,Mount Pleasant,49.26557,-123.096,Private room,,30,118,2019-12-31,0.74,1,234,0,
18589,Commercial Drive B&B,71508,Sylvain & Alexis,,Grandview-Woodland,49.27569,-123.07057,Private room,140,1,528,2024-04-28,3.36,1,55,58,24-157269
18795,*Best choice in downtown-5 Stars * -2,70137,Kai,,West End,49.28299,-123.13008,Private room,75,90,131,2023-06-01,0.83,4,269,1,18-573700
19621,Beautiful Yaletown Condo,74380,Shirin,,Downtown,49.27323,-123.12032,Entire home/apt,,30,2,2022-07-25,0.09,1,233,0,
20085,Bright & Cheerful Uptown Garden Suite,75986,Tony And Rachel,,Kensington-Cedar Cottage,49.25636,-123.08636,Entire home/apt,99,30,79,2023-12-20,0.46,1,118,2,
21912,PRIVATE ROOM + BATH + KING BED + dedicated entry,83871,Adam,,Renfrew-Collingwood,49.23361,-123.05283,Private room,75,30,405,2024-04-14,2.60,4,90,24,24-157525
21913,PRIVATE  SUITE (KITCHEN+ BEDROOM+BATH+LIVING ROOM),83871,Adam,,Renfrew-Collingwood,49.23442,-123.05307,Entire home/apt,115,30,235,2024-04-01,1.55,4,25,11,24-157525
24273,Avalon Guest Suite in Kitsilano,1267409,Julia,,Kitsilano,49.26216,-123.1715,Entire home/apt,170,30,17,2023-11-05,0.13,2,197,1,20-175617
26047,The Alpha Downtown by Comfysuites,109845,Alicia,,Downtown,49.28086,-123.12375,Entire home/apt,,30,45,2024-04-14,0.29,3,11,6,
33150,“Suite on Main”  near  Q.E Park,143724,Ili,,Riley Park,49.24677,-123.1048,Entire home/apt,156,4,132,2024-04-12,0.84,1,209,21,24-157686
35304,Location! Location! Private Studio on “the Drive”,151996,Howie And Lisa,,Grandview-Woodland,49.2729,-123.06973,Entire home/apt,127,3,591,2024-05-01,3.54,1,0,47,24-157240
42645,The Charlie Downtown by COMFYSUITES,109845,Alicia,,Downtown,49.28036,-123.1234,Entire home/apt,,30,33,2022-08-21,0.20,3,33,0,
49736,Boutique Studio Apartment in Kits!,227101,Sarah,,Kitsilano,49.26778,-123.14674,Entire home/apt,,31,9,2016-08-22,0.06,1,0,0,
73841,Amazing Downtown Vancouver Condo!,386761,Ying Ying,,Downtown,49.27591,-123.12359,Entire home/apt,163,30,25,2024-04-30,0.16,1,273,6,
77157,Room with a Garden View!,412802,Anne,,Arbutus Ridge,49.2452,-123.16544,Entire home/apt,155,2,780,2024-04-09,4.88,2,241,45,
98830,Your Downtown Executive Suite,520997,Cristina,,Downtown,49.27936,-123.12443,Entire home/apt,189,90,272,2023-12-31,1.72,1,92,4,18-550967
134688,"West view, Transit convenient, clean & comfortable",653436,Pirike,,Renfrew-Collingwood,49.24356,-123.04757,Private room,57,30,45,2024-04-12,0.29,5,153,2,
140698,"1905 Heritage House Loft, Mt. Pleasant, Olympic",69640,Stephen,,Mount Pleasant,49.26262921288303,-123.1044384134911,Private room,126,5,169,2024-03-31,1.08,1,56,18,
172827,Charming and Homely Downtown Penthouse,19982,Fernande,,Downtown,49.28034,-123.12648,Entire home/apt,,10,7,2019-12-28,0.10,1,0,0,18 549804 SA
182451,Kits  Super  Central  Delightful Suite,874660,Penny,,Kitsilano,49.25808,-123.16824,Entire home/apt,,30,60,2024-02-01,0.39,1,24,3,18-610-361
196722,"Newly renovated, sleeps 6 – fantastic location!",958297,Elana & Gary,,Grandview-Woodland,49.2634,-123.0712,Entire home/apt,,7,13,2019-08-17,0.11,1,0,0,18-549903
219261,A Real Gem in the Heart of Kits,1135259,Rami,,Kitsilano,49.2719,-123.15043,Entire home/apt,141,90,257,2024-03-15,2.76,4,266,14,21-157255
248014,"Vancouver stunning views, comfort and location",1299977,Gabriella,,Grandview-Woodland,49.29103,-123.05782,Entire home/apt,100,30,1,2014-09-04,0.01,1,151,0,
254657,Heritage Loft in heart of Gastown,241920,Scott,,Downtown Eastside,49.28375,-123.10383,Entire home/apt,298,3,95,2023-10-16,0.73,1,167,12,22-156187
256178,Luxury Coach House in Kitsilano,1267409,Julia,,Kitsilano,49.26293,-123.17143,Entire home/apt,145,30,24,2023-05-30,0.17,2,109,1,21-156342
257163,"Lg. Room, Private Bath & Breakfast!",70797,Adrianna,,Kensington-Cedar Cottage,49.23841,-123.0651,Private room,,14,42,2021-10-20,0.28,1,0,0,21-156290
311354,Close to downtown/shops/restaurants/skytrain,58512,Q,,Grandview-Woodland,49.26328,-123.07086,Entire home/apt,,365,6,2019-12-21,0.08,5,89,0,18-475635
322824,Modern Yaletown 1BR | GREAT VIEW + CENTRAL,1652613,Blake,,Downtown,49.27608,-123.12452,Entire home/apt,170,30,156,2023-12-01,1.06,2,131,3,
359942,Stylish Modern Central Downtown★★★★★★★,1200456,Nala,,Downtown,49.27634,-123.11825,Private room,259,30,46,2022-09-11,0.31,7,365,0,18607863 AM
377706,Bright Spacious Bedroom Pvt Bath,1898008,Tina,,Grandview-Woodland,49.27799,-123.07101,Private room,,30,58,2022-10-11,0.41,1,0,0,
415700,"LARGE PRIVATE ROOM+BATH, KING BED, dedicated entry",83871,Adam,,Renfrew-Collingwood,49.2332,-123.0551,Private room,75,30,262,2024-04-11,1.79,4,75,19,24-157525
436032,Trendy & Spacious 2 bd Gastown Loft,2165986,Kristy,,Downtown Eastside,49.28211,-123.10453,Entire home/apt,285,3,158,2024-04-20,1.09,1,265,26,24-157319
461370,Lovely large room w/ private bath,1200456,Nala,,Killarney,49.22834,-123.03047,Private room,158,2,51,2023-09-04,0.36,7,362,4,23-119829
461386,Beautiful room (s) Vancouver Home,1200456,Nala,,Killarney,49.23034,-123.02971,Private room,158,2,44,2023-09-25,0.30,7,363,4,23-119829
464172,"Real bright home with high ceiling, in great area.",2189535,Martine,,Hastings-Sunrise,49.284812927246094,-123.05479431152344,Entire home/apt,165,2,27,2024-04-19,0.21,1,108,22,24-158210
475296,Vancouver penthouse loft with deck and rooftop.,2356016,Jocelyn,,Downtown Eastside,49.28241,-123.10381,Entire home/apt,421,3,231,2024-03-18,1.77,1,323,28,24-157565
496298,"Downtown 1Bed+Den, stylish & modern",2451689,Marlin,,Downtown,49.28062,-123.11815,Entire home/apt,127,31,166,2024-04-25,1.15,1,113,5,
498112,Central Modern House with View and 2 Kitchens,2459577,Allison,,Kensington-Cedar Cottage,49.25099,-123.07457,Entire home/apt,475,5,37,2024-01-02,0.26,1,133,2,24-157580
507767,Level | One Bedroom Suite | Downtown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.27741,-123.12292,Entire home/apt,260,90,5,2024-04-18,0.04,41,365,2,
540348,Modern Architectural lakeside Home On The Park,2655554,Kristen,,Kensington-Cedar Cottage,49.25759,-123.06393,Entire home/apt,460,1,94,2024-04-10,0.72,1,115,21,24-157643
557357,Commercial Dr West Coast Garden Ste,525761,Diane,,Grandview-Woodland,49.27917,-123.06246,Entire home/apt,90,30,193,2022-10-31,1.34,1,0,0,19-114782
622217,Sub-Penthouse with Amazing Views in Heart of City,3084195,Arash,,Downtown,49.27999,-123.1075,Entire home/apt,,2,62,2024-04-26,0.47,2,345,7,24-157419
625396,Close to Jericho beach garden level open space.,3102862,Michel,,Kitsilano,49.270655316242745,-123.18291314738147,Entire home/apt,270,2,192,2024-03-31,1.34,1,97,21,24-158836
648026,Quiet Oasis Garden Suite - Steps from the Drive,893727,Peter & Robin,,Grandview-Woodland,49.26775,-123.06862,Entire home/apt,115,30,68,2024-03-31,0.48,1,89,4,20-154141
659986,Nice room in amazing luxury home near DOWNTOWN+UBC,84820,Chris,,South Cambie,49.24413,-123.11955,Private room,,31,27,2018-05-06,0.19,1,0,0,86-13134
703179,Entire cute condo full of art for 2,3246254,Izabela,,Downtown,49.27945,-123.10875,Entire home/apt,130,10,182,2024-01-25,1.32,1,3,7,24-157585
713271,Luxury Seaview suite - Vancouver Westend,3671073,Susan,,West End,49.28104,-123.13621,Entire home/apt,135,90,96,2024-03-03,0.73,1,168,6,
731219,Kitsilano Laneway House - Quiet Neighbourhood,3804851,Fran & Julian,,Kitsilano,49.26026,-123.18195,Entire home/apt,155,31,13,2022-10-11,0.10,1,0,0,
735468,English Bay Views,3462044,Shea,,West End,49.28059,-123.1364,Entire home/apt,250,1,219,2024-04-21,3.00,1,343,35,24-158147
755558,Kitsilano 2 bdrm Garden Level Suite,3976484,Lori,,Kitsilano,49.25996,-123.16653,Entire home/apt,,2,78,2021-01-23,0.59,1,0,0,21-157483
771366,Level | Studio | Lux Amenities Downtown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.278350830078125,-123.1224136352539,Entire home/apt,240,90,10,2023-09-04,0.08,41,339,3,
771380,Level | Two Bedroom Suite | Luxe Amenities,2502595,Level Hotels And Furnished Suites,,Downtown,49.278350830078125,-123.1224136352539,Entire home/apt,385,90,11,2023-09-02,0.08,41,242,2,
784153,The Garden Quarter In Kitsilano,3211112,Rasha,,Kitsilano,49.26186,-123.17438,Entire home/apt,98,31,63,2024-03-16,0.46,3,183,5,.
785297,The Nook in Kitsilano,3211112,Rasha,,Kitsilano,49.26355,-123.17326,Private room,128,14,86,2023-12-26,0.62,3,240,7,24-157295
796603,Exellent for International Student,4196444,Milorad,,West End,49.28087,-123.13525,Shared room,,30,0,,,1,0,0,
801222,fully furnished suite near VGH,4217281,Jennifer,,Fairview,49.25804,-123.12119,Entire home/apt,87,90,24,2024-04-20,0.18,3,275,1,
875309,Heritage Home near Kits Beach,4621004,Judy,,Kitsilano,49.27073,-123.16325,Entire home/apt,300,7,35,2023-08-27,0.26,1,140,1,24157499
885600,"Dunbar near UBC: Clean, comfortable + quiet",4693732,David & Patti,,Dunbar Southlands,49.24803,-123.18517,Entire home/apt,140,3,283,2024-04-28,2.08,1,200,33,23-156307
958090,Private apartment-Yaletown Downtown,1200456,Nala,,Downtown,49.27744,-123.11524,Entire home/apt,459,30,10,2013-09-30,0.07,7,365,0,
980511,"261 Yaletown Studio at ""Space""",600607,Martello,,Downtown,49.27489,-123.12654,Entire home/apt,,30,11,2023-07-26,0.10,32,0,2,
995174,159 2 BEDROOM/ 2 FULL BATH-ideal for sharing!,600607,Martello,,West End,49.28837,-123.12766,Entire home/apt,,30,15,2023-02-13,0.11,32,0,0,
1012385,comfy stay in clean victorian house,5569906,Mark Anthony,,Mount Pleasant,49.25674175777474,-123.08739684561343,Entire home/apt,120,3,373,2024-04-30,2.78,1,14,41,24-157462
1032892,Garden setting.  Separate entrance and space.,2378744,Lori,,Grandview-Woodland,49.27241,-123.06332,Private room,125,1,131,2023-11-20,0.98,1,159,30,24-157329
1109821,136 Lord Stanley Great price!,600607,Martello,,West End,49.29258,-123.13446,Entire home/apt,,365,11,2019-03-23,0.09,32,0,0,
1113551,Sunny Family Home in Heart of Kits,5231060,Liz,,Kitsilano,49.26110076904297,-123.1595458984375,Entire home/apt,780,7,49,2024-03-23,0.37,1,109,6,24-157561
1118858,*Best choice in downtown-5 Stars * -3,70137,Kai,,West End,49.28239,-123.13021,Private room,75,90,61,2022-12-30,0.46,4,365,0,18-573700
1141457,2 Bdrm in Strathcona,6067405,Paige And Grant,,Downtown Eastside,49.27925,-123.08814,Entire home/apt,159,3,347,2024-04-16,2.60,1,261,37,24-157602
1178149,Cozy Space in East Vancouver,6165412,Sylvia Mira,,Hastings-Sunrise,49.26957,-123.04828,Entire home/apt,115,3,82,2023-12-01,1.16,1,58,16,24-157340
1187929,Elegant Main floor House Vancouver,6495937,Janet,,Kensington-Cedar Cottage,49.24965,-123.07027,Entire home/apt,199,5,124,2024-03-28,0.94,1,39,13,24-158891
1191143,Beautiful Kitsilano Character home. Great Location,598979,Mary,,Kitsilano,49.26716,-123.17653,Entire home/apt,350,6,16,2023-04-16,0.13,2,72,0,24-158569
1214617,Cool Cozy Suite On The Drive w central A/C!,6630357,Divina And Viv,,Grandview-Woodland,49.26731,-123.06909,Entire home/apt,224,3,247,2024-03-26,1.88,1,140,19,24-157379
1229506,Brand new 3 bedroom home in central Vancouver,1742728,Karen,,Grandview-Woodland,49.26596,-123.06844,Entire home/apt,490,3,14,2023-08-07,0.11,1,187,3,24-158695
1229714,Luxury apartment Downtown Vancouver,1200456,Nala,,Downtown,49.28361,-123.11536,Entire home/apt,316,30,3,2019-06-23,0.05,7,365,0,18 607866 AM
1273760,Stylish Hotel Room in Downtown Vancouver,6033,Cam,,Downtown,49.28478,-123.1192,Private room,312,2,605,2024-04-07,4.59,2,246,64,
1309315,"Beautiful Mount Pleasant home, close to everything",7116781,Hugh & Caryn,,Mount Pleasant,49.26719,-123.10982,Entire home/apt,,5,7,2022-08-29,0.05,1,0,0,22-233957
1316477,224 Yaletown Park.  Long term stay welcome,600607,Martello,,Downtown,49.27859,-123.11993,Entire home/apt,,90,7,2020-09-30,0.07,32,0,0,
1343411,Close to Anywhere: Location Location Location,6904778,Mari,,Downtown Eastside,49.27627,-123.10013,Entire home/apt,,1,54,2020-11-22,0.51,1,0,0,18-615245
1343519,*Best choice in downtown-5 Stars* -1,70137,Kai,,West End,49.28247,-123.13068,Private room,75,90,71,2023-11-02,0.59,4,365,2,18-573700
1360765,Ultra Modern Apartment in Yaletow,7338933,Sadiq,,Downtown,49.284,-123.11432,Entire home/apt,110,90,123,2023-12-14,0.94,3,357,6,
1365609,Fantastic location 1 bdr charming apt in Downtown,7336501,Maha,,West End,49.278602600097656,-123.1299057006836,Entire home/apt,280,3,195,2024-04-26,1.49,1,12,30,24-157208
1393599,"Luxury 2Bd, 2Offices, amazing views, gym and pool",2118525,Slavica,,Downtown,49.27393,-123.10069,Entire home/apt,250,30,1,2022-12-10,0.06,1,145,0,
1399744,Luxury 2 BDR With Wrap Around Deck,7560143,Sandy,,Mount Pleasant,49.26964,-123.11064,Entire home/apt,450,180,13,2023-05-17,0.11,1,316,1,
1502887,244 -2 Bedroom with Water View in Coal Harbour,600607,Martello,,Downtown,49.29014,-123.12716,Entire home/apt,,90,5,2018-12-01,0.04,32,0,0,
1507975,Modern new room with private entry!,51695,Natasha & Paolo,,Riley Park,49.24882,-123.09121,Private room,81,2,358,2024-04-18,2.74,1,122,39,24-157454
1525113,"114 Studio ""West of Denman""",600607,Martello,,West End,49.29101,-123.14085,Entire home/apt,,30,18,2023-09-12,0.15,32,26,4,
1565861,Deluxe Kitsilano Beach Waterfront 2 Bedroom House,8328973,Adam,,Kitsilano,49.27383,-123.15362,Entire home/apt,450,6,77,2022-07-27,0.60,1,262,0,18-581003
1610084,Lakeside Cottage with Stunning View,8556789,Lana,,Kensington-Cedar Cottage,49.259355585297335,-123.06131358343916,Entire home/apt,197,2,194,2024-04-02,1.50,1,223,21,24-157920
1623556,Private top floor on vibrant Main St,8633501,Robin,,Riley Park,49.25259,-123.09292,Entire home/apt,110,3,347,2024-03-31,2.68,1,171,35,24-157450
1629480,Garden Suite-Quiet/Private&Central,8660533,Tracy And Richard,,Riley Park,49.25225,-123.10756,Entire home/apt,80,30,144,2024-01-12,1.19,1,176,3,
1657214,2000sqft 3 level Downtown loft 3 patios + Parking,8784861,Dianna,,Downtown Eastside,49.28167,-123.10984,Entire home/apt,250,90,7,2024-02-29,0.05,1,364,2,
1703616,Beautiful Kitsilano Apartment (pet friendly),8993938,James And Jewel,,Kitsilano,49.26548,-123.14579,Entire home/apt,250,30,3,2023-05-28,0.12,1,335,1,
1717967,2 Bedroom Garden Flat - Main Street,9057463,Mary,,Riley Park,49.24778,-123.09867,Entire home/apt,164,2,369,2024-04-29,2.91,1,96,42,24-157383
1768817,SoMa Suite - Main Street Cool,9041076,Lynn,,Riley Park,49.24489,-123.10302,Entire home/apt,100,90,73,2024-05-01,0.59,1,132,3,24-151825
1820919,Film Industry Fave!  5 min to VGH . Lic 24-158509,7281178,Jodi,,Mount Pleasant,49.2585,-123.11479,Entire home/apt,379,2,89,2023-12-26,1.16,1,70,23,18-632419
1830733,Cozy Retreat - Strathcona,9575419,Elana,,Downtown Eastside,49.27866,-123.08627,Entire home/apt,150,2,276,2024-04-24,2.17,5,194,14,24-157544
1850984,Main Street loft w/ rooftop terrace and view!,1007186,Bryn,,Strathcona,49.26772,-123.0975,Entire home/apt,333,2,39,2024-04-21,0.31,1,7,5,20-197406
1869071,156 One Bedroom in Downtown at The Electra,600607,Martello,,Downtown,49.28216,-123.12438,Entire home/apt,,30,5,2023-11-16,0.05,32,0,1,
1932171,Commercial Drive Garden Suite,5026894,Lois,,Grandview-Woodland,49.26861,-123.06666,Entire home/apt,,31,11,2018-08-28,0.11,1,0,0,
1962072,Lovely townhouse in Mount Pleasant,3580181,Adele,,Mount Pleasant,49.26,-123.10807,Entire home/apt,200,31,1,2015-12-26,0.01,1,143,0,18-607729-00-SA
1995592,"Charming ""Kitsilano Family Place""",10285482,Allan And Ellen,,Kitsilano,49.263252,-123.164825,Private room,110,2,352,2024-04-20,2.78,1,185,23,24-157242
2003897,GREAT SUITE w GARDEN PATIO!  CENTRALLY LOCATED!!,10317553,Rita,,Fairview,49.26263,-123.11627,Entire home/apt,130,120,2,2014-02-03,0.02,1,213,0,
2011559,Sunny family-friendly house in Kits,9372276,Rica,,Kitsilano,49.26057,-123.15881,Entire home/apt,575,5,43,2023-08-25,0.45,1,17,5,24-158057
2033952,Beautiful Kitsilano - Covid-19 Safe,557301,Tyler,,Kitsilano,49.26715,-123.15325,Entire home/apt,,2,6,2020-09-09,0.11,1,0,0,20162988
2041582,"Kitsilano Point, very clean, welcoming and bright",1728615,Francois,,Kitsilano,49.2753,-123.14721,Entire home/apt,250,30,258,2024-03-06,2.13,1,62,9,20-160763
2042431,Yaletown 1BD Condo @ Homer & Robson,9582918,Sandy,,Downtown,49.28005,-123.11659,Entire home/apt,125,30,140,2024-04-12,1.12,3,346,4,
2056676,Cozy Modern apartment in Yaletown,7338933,Sadiq,,Downtown,49.27393,-123.11599,Entire home/apt,110,30,95,2023-09-30,0.76,3,356,3,"#18-609683 for unit 2610 , #18-609676 for unit 1503"
2084273,Gorgeous New House Double Ensuite,7940236,Renee,,Renfrew-Collingwood,49.24976,-123.03547,Private room,85,31,46,2023-09-15,0.37,5,224,1,
2092610,A spacious modern apartment,1172047,Trevor,,Mount Pleasant,49.2655,-123.0969,Entire home/apt,148,30,47,2024-03-31,0.38,2,251,3,
2106364,Gorgeous New House Single Ensuite,7940236,Renee,,Renfrew-Collingwood,49.24958,-123.0359,Private room,75,31,37,2024-04-01,0.29,5,59,7,
2163742,Garden Patio condo near Downtown transit central,5656886,Brandi,,Kensington-Cedar Cottage,49.26199,-123.07408,Private room,78,2,133,2023-12-09,1.08,1,155,15,18-610718
2168943,South Granville 2 bedroom townhome,11065739,Catherine,,Fairview,49.25972,-123.14269,Entire home/apt,,7,14,2018-03-19,0.11,1,0,0,
2183209,Kitsilano PENTHOUSE,11132986,Daniel,,Kitsilano,49.26597,-123.15633,Entire home/apt,160,30,136,2024-04-01,1.12,1,286,1,19-162396
2198419,Gorgeous home in Yaletown,11214436,Kate,,Downtown,49.2773,-123.12294,Entire home/apt,115,180,142,2016-09-01,1.15,1,335,0,
2216062,Bright Kitsilano Garden Apartment,11304608,Julie,,West Point Grey,49.26992,-123.18596,Entire home/apt,120,28,67,2024-01-18,0.56,1,133,6,24-157334
2273714,Charming Apartment just off Commercial Drive,1710238,Emily,,Grandview-Woodland,49.27228,-123.06946,Entire home/apt,180,3,40,2021-08-16,0.33,1,34,0,23-232609-01
2365994,Gem Modern Apartment in Yaletown,12014048,Hayfa,,West End,49.28298,-123.12339,Entire home/apt,150,30,96,2019-10-26,0.77,1,1,0,18-609155
2454353,Vancouver Quality Coach House,10997524,Mark & Fran,,Kensington-Cedar Cottage,49.23748,-123.08735,Entire home/apt,,30,188,2024-04-07,1.53,1,51,8,23-151638
2468591,Marinaside water View - 90 nights,8999638,Sweet Home,,Downtown,49.27343301745229,-123.11737585067749,Entire home/apt,131,90,11,2023-08-11,0.10,1,181,2,19189051
2472791,Kits beach garden apartment. PETS+Children Welcome,2385551,Livio,,Kitsilano,49.27075,-123.1541,Entire home/apt,340,5,20,2023-09-14,0.17,1,219,6,24-158821
2493042,False creek penthouse with view,11852508,Sam,,Fairview,49.26254,-123.13054,Entire home/apt,,30,1,2023-02-04,0.07,1,0,0,
2502137,New Edwardian home,7110433,Suzanna,,Mount Pleasant,49.25877,-123.08299,Entire home/apt,95,30,53,2023-05-31,0.44,1,237,1,
2532975,Charming Cozy new 2 bed Garden suite  w/patio,988889,Mireille,,Hastings-Sunrise,49.28586959838867,-123.05322265625,Entire home/apt,165,3,45,2023-09-03,0.37,1,278,4,Licence 23-258966
2576878,"Bright 1 bed suite, great location",4217281,Jennifer,,Fairview,49.25865,-123.12294,Entire home/apt,106,90,8,2023-10-31,0.07,3,182,2,
2592307,Ann's Place,13270979,Ann,,South Cambie,49.25222,-123.1186,Entire home/apt,112,2,737,2024-04-27,6.06,1,171,77,24-157384
2644110,Modern 2 Level Loft in East Van,9060366,Marc,,Grandview-Woodland,49.28545,-123.06435,Entire home/apt,,6,22,2018-10-27,0.18,1,0,0,18-603704
2653578,LOCATION!!! RENOVATED!!! SLEEPS 2-4!!,13584295,Breanna,,Downtown,49.28044,-123.12496,Entire home/apt,234,1,443,2024-04-21,5.66,1,38,73,24-157284
2658803,"266  -2 bedroom /sleeps 4 ""The Electra"" Downtown",600607,Martello,,West End,49.28169,-123.12628,Entire home/apt,,30,19,2021-12-20,0.16,32,0,0,
2669445,Laneway Home with a view,13664708,De,,West Point Grey,49.27109,-123.2088,Entire home/apt,125,30,14,2024-03-15,0.12,1,160,3,
2675179,Stroll to Granville Island from a Modern Kitsilano House,11742636,Adrianne,,Kitsilano,49.27512,-123.15131,Entire home/apt,500,30,104,2024-02-29,0.86,1,275,5,19-161283
2709965,"Lakeside Manor, Room with a View!",13868691,Kat,,Kensington-Cedar Cottage,49.25572,-123.06554,Private room,95,1,107,2024-02-24,0.91,1,154,5,20-160326
2710628,East Vancouver character home near Transit,7107927,Guy And Alex,,Hastings-Sunrise,49.26523149806469,-123.03565216064453,Entire home/apt,124,1,21,2023-10-23,1.88,1,6,21,23-191102
2730555,Explore Vancouver in a Beautiful Trendy Townhouse,7677061,Luca,,Mount Pleasant,49.26536,-123.09943,Entire home/apt,219,3,143,2024-03-04,1.78,1,55,22,24-157308
2764812,Your Alternative to a 5 Star Hotel.,63434,Jan,,Downtown,49.27992,-123.12658,Entire home/apt,379,1,186,2024-04-27,1.53,1,107,35,24-158129
2812038,Vancouver 2 bd trendy Main street,5213892,Heidi,,Mount Pleasant,49.25665,-123.10039,Entire home/apt,233,1,231,2024-03-17,1.90,1,105,38,24-107508
2836478,"Water Views Downtown, Vancouver, BC",5517192,Fahrah,,Downtown,49.27293,-123.12547,Entire home/apt,,90,3,2014-07-30,0.02,1,0,0,
2847310,Unique Loft in the Heart of Gastown,6576530,Jozi,,Downtown Eastside,49.28247,-123.10342,Entire home/apt,247,2,464,2024-03-09,3.81,1,211,52,24-157336
2944104,Luxury Modern Apartment at Yaletown,7338933,Sadiq,,Downtown,49.27795,-123.11734,Entire home/apt,104,90,102,2024-01-09,0.85,3,347,4,
2958786,Funky Downtown Room in the West End,2796877,Sarah,,West End,49.29314,-123.13535,Private room,134,2,413,2024-04-28,3.40,1,98,38,24-158559
2985232,Luxury Point Grey Home,15222656,Miriam,,West Point Grey,49.26338,-123.18966,Entire home/apt,,7,11,2023-07-01,0.12,1,0,2,23-156413
2988185,105 GOOD VALUE 2 BEDROOM in Quiet Westend,600607,Martello,,West End,49.28884,-123.13288,Entire home/apt,,30,5,2022-07-06,0.04,32,0,0,
2988465,116 1 Bedrm + Office,600607,Martello,,West End,49.28748,-123.1289,Entire home/apt,,30,7,2022-10-25,0.11,32,0,0,
2997414,Bright and Modern 2BR in the heart of Vancouver!,6764900,Matt,,Strathcona,49.27629,-123.09888,Entire home/apt,,30,8,2023-03-01,0.07,1,0,0,
3018758,Cozy family home. Kids welcome!,15382258,Jamala,,Hastings-Sunrise,49.28006,-123.05409,Entire home/apt,,3,2,2015-08-09,0.02,1,0,0,22-200876
3040736,130 1 Bedroom Bright Corner Suite,600607,Martello,,Downtown,49.2796,-123.12152,Entire home/apt,,32,0,,,32,0,0,
3068198,Beautiful Apartment in Vancouver's Kitsilano,6810893,Jeremy,,Kitsilano,49.26682,-123.15312,Entire home/apt,,4,1,2017-07-24,0.01,1,0,0,18-586044
3093219,Minutes to Jericho Beach & Downtown Vancouver,15731413,Heather,,Kitsilano,49.2669,-123.18107,Entire home/apt,425,3,20,2023-09-04,0.17,1,10,2,20-162050
3100878,STYLISH SUITE w/ Pool/Sauna/Hottub/Gym EXCELLENT $,13651030,Kirthi,,Downtown,49.27622,-123.12585,Entire home/apt,120,90,5,2024-03-29,0.09,1,225,4,
3124378,140 1 Bedroom with 180 degree view,600607,Martello,,Downtown,49.27511,-123.12679,Entire home/apt,,31,5,2018-10-14,0.05,32,0,0,
3133244,Sauna in 1 bedroom at sunset beach downtown!,15910486,Dipesh,,West End,49.27917,-123.1337,Entire home/apt,,30,76,2018-11-30,0.63,1,0,0,
3138351,Deluxe Minimalist Double Bedroom,4261957,Donna,,Renfrew-Collingwood,49.24187,-123.03668,Private room,50,7,46,2024-04-01,0.38,2,7,6,24-157447
3142563,"Spacious suite in Kits, AC/total privacy/quiet/UBC",10216651,Yi,,Kitsilano,49.26366,-123.18138,Entire home/apt,154,1,241,2024-04-30,7.82,1,54,98,23-157429
3158923,Family Friendly Accessible East Van Home,16029441,Annelie,,Grandview-Woodland,49.26802,-123.07374,Entire home/apt,,2,0,,,1,0,0,20-203277
3177610,"A Luxurious Downtown Urban Oasis with Parking, Awaits You.",8696545,S,,Downtown,49.27914,-123.12016,Entire home/apt,400,90,24,2022-09-21,0.20,1,354,0,
3183304,Stylish Minimalist Double Bedroom,4261957,Donna,,Renfrew-Collingwood,49.24348,-123.03844,Private room,40,30,51,2023-12-18,0.43,2,59,4,23-156556
3194330,Comm'l Drive suite in classic home 30 day min.,16048955,Kevin,,Grandview-Woodland,49.26989254514103,-123.06540595404579,Entire home/apt,95,30,2,2024-03-01,0.28,1,237,2,
3215295,Cozy modern suite near Main St (min stay 30 days),15434388,Florence,,Riley Park,49.2498,-123.10378,Entire home/apt,120,30,54,2023-08-31,0.45,1,236,3,19245485
